Armenian Word,Part of Speech,Definition,New Etymology (English),Relation,Source Language,Cognates,PIE Root
յատկացումն,noun,"""['allocation, allowance, appropriation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յատկութիւն,noun,"""['peculiarity, quality, property.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յարաբերաբար,adverb,"""['relatively, respectively.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարաբերական,adjective,"""['relative, respective.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յարաբերականութիւն,noun,"""['relativity, relativeness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յարաբերութիւն,noun,"""['relation, connection, communication, analogy.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յարատեւել,verb,"""['to persevere, to be steadfast, to persist, to stand to.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարատեւութիւն,noun,"""['perseverance, assiduity, persistence.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յարատեւումն,noun,"""['the act of persevering, to persisting; perseverance, persistence.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարատեւօրէն,adverb,"['persistently.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարափոփոխ,adjective,"""['continuously changing, variable, ever-changing, constantly changing.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարգարժան,adjective,"""['worthy of respect, honorable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարձակումն,noun,"""['attack, assault; offensive; invasion; aggression.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարմարութիւն,noun,"""['fitness, accomodation, commodity, convenience.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յարմարցնել,verb,"""['to adapt, to apt, to adjust, to conform, to accommodate, to sort, to arrange, to apply, to harmoni"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յարութիւն,noun,"""['resurrection, rising, act of rising; elation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յաւակնութիւն,noun,"""['pretention, claim, wish, expectation, self-conceit.']"",",Modern Armenian compound.,compound,,--,unknown
յաւելումն,noun,"""['addition, augmentation, increase, rise.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յաւերժական,adjective,"""['eternal, everlasting, perpetual (used to describe things that last forever, without end — in natur"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յաւերժանալ,verb,"""['to last forever, to be perpetuated, to be rendered eternal.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յաւերժացնել,verb,"""['to eternize, to eternalize, to perpetuate, to immortalize.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
յաւերժացումն,noun,"""['immortalization, perpetuation, the act of becoming eternal, making something eternal, or being imm"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յաւերժութիւն,noun,"['eternity.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յաւերժօրէն,adverb,"""['perpetually, eternally, forever.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յաւէժական,adjective,"""['eternal, everlasting, perpetual (used to describe things that last forever, without end — in natur"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յաւէրժական,adjective,"""['eternal, everlasting, perpetual (used to describe things that last forever, without end — in natur"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յաւէրժանալ,verb,"""['to last forever, to be perpetuated, to be rendered eternal.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յաւիտենական,noun,"""['eternal, everlasting, perpetual, never-ending; existing forever, without beginning or end; immorta"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յաւիտենականութիւն,noun,"['eternity.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յաւիտենապէս,adverb,"""['eternally, forever, permanently, everlastingly.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յափշտակել,verb,"""['to seize, to ravish, to snatch, to accroach, to plunder, to carry off by force, to bear off, to us"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յափշտակութիւն,noun,"""['rape, rapine; transport, trance, rapture, ecstasy, ravage, depredation; usurpation, pillage, rapin"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յափշտակուիլ,verb,"""['To be snatched, to be taken away; To be transported in mind, to be enraptured, mesmerized; Of a wo"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յափշտակումն,noun,"""['pillage, seizure, ravishment.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յեղաշրջել,verb,"""['to turn upside down, to intervert, to upset, to subvert, to revolution, to overthrow.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յեղաշրջումն,noun,"""['revolution, interversion, subversion, transformation, transmutation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յեղափոխական,noun,"""['revolutionary, revolutionist.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յեղափոխութիւն,noun,"""['revolution, transformation, change, conversion.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յետադիմել,verb,"""['to turn backward, to move back step by step, to deteriorate instead of improving, to regress, to d"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յետադիմութիւն,noun,"""['the state of being backward, moving in reverse, or gradually worsening; regression, decline, backw"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յետադրութիւն,noun,"['postposition.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յիմարութիւն,noun,"""['folly, alienation of mind, foolishness, insanity, foolery, idiotism; madness, craziness; fury, int"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յիշատակարան,noun,"""['monument, memoir, commentary, memorial note, diary.']"",",Modern Armenian compound.,compound,,--,unknown
յիշատակել,verb,"""['to mention, to cite, to remember, to memorize, to make mention of, to commemorate, to name, to put"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիշատակելի,adjective,"""['memorable, rememberable; commemorable; notable, mentionable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիշատակութիւն,noun,"""['mention, mentioning, commemoration, memory, remembrance, recollection, quotation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յիշատակուիլ,verb,"""['to be mentioned, cited, remembered, memorized, made mention of, commemorated, named, to be put in "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիշատակումն,noun,"""['remembrance, remembering.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիշեցումն,noun,"['the act of reminding; reminder.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիշողութիւն,noun,"['memory.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յիսնամեակ,noun,"['50-year period; 50-year commemoration; 50th year celebration.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յիսնամեայ,adjective,"['lasting 50 years; 50 years old.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յոբելենական,adjective,"""['relating to a jubilee or anniversary, especially a significant one.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յոգնածութիւն,noun,"""['fatigue, tiredness, hard toil, weariness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յոգնեցուցիչ,adjective,"""['tiring, tiresome, exhausting, wearisome, fatiguing, tedious, toilsome, irksome.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յոգնութիւն,noun,"""['fatigue, lassitude, weariness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յոռետեսութիւն,noun,"['pessimism.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յուզականութիւն,noun,"""['emotivity, emotionality.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յուզումնալի,adjective,"""['emotional, moving; filled with emotion; expressing emotion; causing emotion; stirring or touching."",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուզումնալից,adjective,"""['emotional, moving; filled with emotion; expressing emotion; causing emotion; stirring or touching."",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուղարկաւորութիւն,noun,"""['funeral procession, funeral, obsequies, burial, funeral train.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յուշամատեան,noun,"""['commemorative volume, memory book.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուշարձան,noun,"""['memorial, commemorative monument.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուսադրել,verb,"""['to give hope, to make hopeful, to encourage.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուսադրիչ,noun,"""['someone or something that gives hope; inspiring hope, encouraging, reassuring, hopeful.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուսալքումն,noun,"['despair.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուսախաբութիւն,noun,"""['disappointment, deception.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յուսահատական,adjective,"""['discouraging, distressing.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
յուսահատիլ,verb,"""['to despair, to despond, to give up all hope, to get discouraged.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յուսահատութիւն,noun,"""['despair, hopelessness, grief, affliction, desperation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յստակատեսութիւն,noun,"""['clairvoyance, clear-sightedness, sharpness, perspicacity, lucidity, lucidness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յստակացնել,verb,"""['to purify, to clarify, to fine, to refine, to cleanse.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
յստակացումն,noun,"""['purification, clarification, refinement, cleansing.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յստակեցումն,noun,"""['purification, clarification, refinement, cleansing.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յստակութիւն,noun,"""['clearness, purity, limpidness, candour, limpidity, cleanness, distinctness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յստակօրէն,adverb,"['clearly.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յօդուածագիր,noun,"""['a prose composer, writer (of articles).']"",",Modern Armenian compound.,compound,,--,unknown
յօժարակամութիւն,noun,"""['having good will, doing something with pleasure.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յօժարութիւն,noun,"""['willingness, disposition, inclination, propensity, tendency.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
յօրինուիլ,verb,"""['to be made, built, fashioned, composed, formed, written, prepared, constructed, invented, organize"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
յօրինումն,noun,"""['coinage, fabrication, make, making, structure, preparation, construction.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախագահել,verb,"""['to preside, to be president of, to take the chair, to preside over a meeting.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախագահութիւն,noun,"['presidency.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախադասութիւն,noun,"""['preference, preposition, pre-eminence, sentence.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախադրեալ,adjective,"['preposed; premise.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախազգուշութիւն,noun,"""['precaution, provision, care.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախակրթարան,noun,"""['primary school, elementary school.']"",",Modern Armenian compound.,compound,,--,unknown
նախաձեռնել,verb,"""['to take the initiative, to initiate.']"",",Modern Armenian compound.,compound,,--,unknown
նախաձեռնութիւն,noun,"""['initiative, enterprise.']"",",Modern Armenian compound.,compound,,--,unknown
նախաճաշակ,noun,"""['a tasting beforehand, or by anticipation, prelibation; a foretaste, a sample taken in anticipation"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախայարձակումն,noun,"""['aggression, an unprovoked attack.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախանձախնդիր,adjective,"""['zealous, jealous, fervent, ardent, eager.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախանձախնդրութիւն,noun,"""['zeal, zealousness, ardour, warmth, fervour, envy.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախանձելի,adjective,"""['enviable, desirable, worthy of envy, to be wished for; much-coveted.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախանձութիւն,noun,"""['jealousy, jealousness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախապաշարումն,noun,"['prejudice.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախապատուութիւն,noun,"""['preference, preeminence, advantage.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախապատրաստական,adjective,"['preparatory; related to preparation; concerning the process of getting ready or being made ready.',",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
նախասիրել,verb,"""['to choose one thing over another; to prefer; to favor, to be inclined toward; to value something h"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախասիրութիւն,noun,"""['predilection, preference, hobby.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախատեսութիւն,noun,"""['forethought, forecast, foresight, provision, prevision; prophecy.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախատեսուիլ,verb,"""['to be foreseen, prophesied, forecasted.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախարարութիւն,noun,"""['ministry, agency; lordship.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նախընտրաբար,adverb,"""['preferably, by preference, preferentially.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախընտրելի,noun,"""['Preferable, that which should be preferred over something else.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նախընտրութիւն,noun,"""['preference, peculiar advantage.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նահատակութիւն,noun,"""['martyrdom; bravery, tribulation, suffering.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նահատակուիլ,verb,"""['to become a martyr; to torture, to persecute oneself in defence of his faith.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նաւահանգիստ,noun,"""['harbour, seaport, port, haven.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նեղացուցիչ,adjective,"""['offensive, vexing, provoking, troublesome; causing discomfort, distress.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նեղութիւն,noun,"""['narrowness, straitness, anxiety, trouble, difficulty, annoyance, uneasiness, distress, torment, tr"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նենգութիւն,noun,"""['fraud, deceit, fraudulency, cozenage, trick, cheating, roguery, knavery, felony.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ներածութիւն,noun,"['the act of bringing (something) inside or letting it in; the act of introducing someone to somethi,",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ներածուիլ,verb,"""['to be imported, introduced, brought in.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներաշխարհ,noun,"['the world in the introspection; inner world.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներգործել,verb,"""['o act, to put into action, to effect, to operate, to do, to influence, to work, to react.']"",",Modern Armenian compound.,compound,,--,unknown
ներգործութիւն,noun,"""['effect, influence, force, energy, virtue, operation, act, deed.']"",",Modern Armenian compound.,compound,,--,unknown
ներգործումն,noun,"""['influence, impact, action, effect; the act of affecting or acting upon something.']"",",Modern Armenian compound.,compound,,--,unknown
ներդաշնակութիւն,noun,"""['harmony, modulation, co-ordination.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ներդաշնակումն,noun,"['harmonization.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներդրումն,noun,"""['deposit, input; contribution, service; investment.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներխուժումն,noun,"""['invasion, attack.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներկայանալի,adjective,"""['presentable, personable.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներկայացուիլ,verb,"""['to be introduced, presented.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներկայացումն,noun,"""['presentation, representation; performance; play.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներկայացուցչական,adjective,"""['representational, representative.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
ներկայութիւն,noun,"['presence.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ներմուծուիլ,verb,"""['to be imported, introduced, inserted, injected, entered, put in, brought in.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներշնչուիլ,verb,"['to be inspired.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներշնչումն,noun,"""['inhalation; instigation, impulsion; inspiration.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
ներողամտութիւն,noun,"""['indulgence, tolerance, toleration, forbearance, endurance, forgiveness, forgivingness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
ներողութիւն,noun,"""['pardon, grace, indulgence, mercy.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նիւթականանալ,verb,"['To become material; to materialize; to take physical form; to be embodied.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նիւթապաշտութիւն,noun,"['materialism; hyloism.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նկարագրուիլ,verb,"""['to be described, characterized, represented, depicted, pictured, portrayed, painted.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նմանահնչիւն,adjective,"""['homophonous, consonant.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նմանութիւն,noun,"""['similarity, likeness, analogy, uniformity, resemblance, imitation, conformity, assimilation, image"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նմանօրինակ,adjective,"['Of the same kind; similar; of this sort; such.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նշանակութիւն,noun,"""['meaning, sense, significance.']"",",Modern Armenian compound.,compound,,--,unknown
նշանակուիլ,verb,"""['to be signified, designated, denoted, indicated, assigned.']"",",Modern Armenian compound.,compound,,--,unknown
նշանակումն,noun,"""['designation, nomination, denotation, assignment.']"",",Modern Armenian compound.,compound,,--,unknown
նշմարուիլ,verb,"""['to be seen, perceived, observed, remarked, to be glimpsed.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նոյնութիւն,noun,"""['sameness, identity, essential or practical sameness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նորակառոյց,adjective,"""['lately erected, new-built, newly built.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նորաձեւութիւն,noun,"""['mode, fashion, newness, innovation, novelty, style.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նորաստեղծ,adjective,"""['newly created, invented.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նորոգուիլ,verb,"""['to be repaired or renovated; to be reactivated, to reused; to be transformed, reshaped; to be refo"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նորութիւն,noun,"""['innovation, newness, news, novelty, change, fancy articles, novelties.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նուագախումբ,noun,"""['orchestra, band.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուագահանդէս,noun,"['concert.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուագարան,noun,"['musical instrument.'],",Modern Armenian compound.,compound,,--,unknown
նուազեցնել,verb,"""['to diminish, to reduce, to lessen, to decrease, to abate.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուազումն,noun,"['decline.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուաճուիլ,verb,"""['to be subdued, conquered, subjugated, submitted, to be brought under subjection, to be subjected, "",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուաճումն,noun,"""['subjection, subjugation, conquest, enslaving, subordination, submission, obedience.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուաստանալ,verb,"""[""""to decrease, to fall, to subside, to abate, to degrade; to debase, to lower one's self.""""]"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուաստացումն,noun,"""['disgrace, debasement, degradation, comedown, humiliation.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուաստութիւն,noun,"""['baseness, abasement, vileness, lowering, abjectness, inferiority; humiliation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նուիրաբերել,verb,"""['to dedicate, to present, to consecrate, to offer, to gift.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուիրաբերութիւն,noun,"""['offering, oblation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նուիրաբերումն,noun,"""['dedication, offering, gift.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուիրագործել,verb,"""['to consecrate (in the Holy Mass), to sacrifice, to offer up, to sanction, to baptize, to devote.']"",",Modern Armenian compound.,compound,,--,unknown
նուիրագործուիլ,verb,"""['to be consecrated, sacrificed, baptized, devoted, inaugurated.']"",",Modern Armenian compound.,compound,,--,unknown
նուիրագործումն,noun,"""['consecration, celebration, oblation, sanction, dedication.']"",",Modern Armenian compound.,compound,,--,unknown
նուիրական,adjective,"""['sacred, holy, consecrated, divine, sacramental.']"",",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
նուիրապետական,adjective,"""['hierarchic, hierarchical, lineal.']"",",Modern Armenian compound.,compound,,--,unknown
նուիրատուութիւն,noun,"""['donation, deed of gift.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նուիրուիլ,verb,"""[""""to devote one's self; to be offered, presented, dedicated, given, devoted.""""]"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նուիրումն,noun,"""['offer, offering, oblation, dedication, devotion, inauguration.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նպաստամատոյց,noun,"""['helping, subsidiary, propitious, auxiliary; organization providing aid, relief.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նպաստաւոր,adjective,"""['favorable, propitious, advantageous, beneficial, helpful.']"",",Derived from Old Armenian with -ավոր (-awor).,derivation,Old Armenian,--,unknown
նպատակայարմար,adjective,"""['preferable, apt, fit, proper.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նպատակասլաց,adjective,"['one who pursues a certain aim or goal; targeted; target-seeking.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նսեմացնել,verb,"""['to bedim, to belittle, to obscure, to blur, to darken, to eclipse.']"",",From Russian via international vocabulary.,loanword,Russian,--,unknown
նստաշրջան,noun,"""['session, assizes.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
նրբամտութիւն,noun,"['Subtlety of mind; finesse; keen insight; penetration; intellectual delicacy.'],",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
նրբութիւն,noun,"""['fineness, delicacy, nicety, sensitiveness.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շաբաթաթերթ,noun,"['weekly paper.'],",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շահագործուիլ,verb,"""['to be worked, exploited; to be taken advantage of; to be cultivated.']"",",Modern Armenian compound.,compound,,--,unknown
շահագործումն,noun,"""['working; improving, using, employing, cultivation, exploitation.']"",",Modern Armenian compound.,compound,,--,unknown
շահագրգիռ,adjective,"""['interesting, inviting curiosity, engaging the attention.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շահագրգռել,verb,"""['to interest, to awaken concern in.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շահագրգռութիւն,noun,"""['interest, interestedness, concern; advantage.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շահախնդրութիւն,noun,"""['self-interest, selfishness, interest, venality, love of gain, expediency.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շահամոլութիւն,noun,"""['profiteering, extreme love of gain, venality.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շահարկութիւն,noun,"""['investment, exploitation.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շահեկանութիւն,noun,"""['interest, utility, lucre, gain, fruit.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շատութիւն,noun,"""['great quantity, great number of, numerousness, great deal, abundance, plenty.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շարադրութիւն,noun,"""['composition, arrangement, conjunction; syntax.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շարահիւսութիւն,noun,"""['composition, arrangement.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շարժուածք,noun,"""['manner or style of movement (especially of people); movement; behavior, conduct.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շարունակաբար,adverb,"""['continually, continuously, always, uninterruptedly, time and again.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շարունակական,adjective,"['Continuous; uninterrupted; ongoing.'],",Derived from Old Armenian with -ական (-akan).,derivation,Old Armenian,--,unknown
շարունակականութիւն,noun,"""['continuousness, continuity.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շարունակութիւն,noun,"""['continuation, continuity, continuance, succession.']"",",Derived from Old Armenian with -ություն (-utʿyun).,derivation,Old Armenian,--,unknown
շարունակուիլ,verb,"""['to continue, to last, to endure.']"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
շեշտաւորել,verb,"""['To make accented; to emphasize; To place or write accents correctly, in accordance with the rules;"",",Inherited from Old Armenian.,inherited,Old Armenian,--,unknown
