title,part_of_speech,definition,suggested_etymology,source,notes
պատառիկ,noun,"['fragment, small piece, bit.']",,,
պատգամել,verb,['To give an order or command to someone; (Figurative) To proclaim; to announce; to declare; (Figurative) To leave as a legacy; to bequeath; to hand down; (Figurative) To entrust to someone’s care; to dedicate; (Religious) To impart or inspire as a precept or sacred message.'],,,
պատեհ,adjective,"['happening at the right time or place; fitting, suitable, or convenient; appropriate, timely, opportune.']",,,
պատկանիլ,verb,"['to belong, to concern, to pertain, to relate.']",,,
պատմուիլ,verb,"['to be told, to be said, to be recounted.']",,,
պատշաճիլ,verb,"['to agree, to suit, to match, to congrue, to fit, to be suitable, to be proper for.']",,,
պատուաստ,noun,"['graft, graff; inoculation, vaccination.']",,,
պատուել,verb,"['to honour, to pay honour, to respect, to venerate, to esteem, to revere.']",,,
պատրուակ,noun,"['pretext, pretence, cover, mask, disguise, veil, fiction, excuse.']",,,
պարագայ,noun,['circumstance; related item; relative (family).'],,,
պարգեւ,noun,"['gift, present.']",,,
պարգեւել,verb,"['to grant, to give, to make a present, to present with, to donate, to bestow, to endow, to send.']",,,
պարզապէս,adverb,"['simply, ingenuously, candidly, naively, artlessly, clearly, plainly.']",,,
պարզուիլ,verb,"['to become clear, to be explained, to be elucidated, to be solved; to unfold, expand.']",,,
պարունակ,noun,"['something that encompasses or contains another thing, container; socket, orb, sphere, circle, circuit, orbit.']",,,
պարպել,verb,"['to empty, to unload, to unlade; to pour out; to fire off, to discharge.']",,,
պարպուիլ,verb,"['to be emptied, to be unloaded, to be discharged; to empty itself.']",,,
պարտաւոր,adjective,"['One who owes or is obligated; Obligated to do something; responsible; duty-bound; Grateful; indebted (morally or emotionally), especially due to a favor received; (Religious) Morally or spiritually guilty; accountable for a sin.']",,,
պարտեալ,adjective,"['defeated; the defeated, loser.']",,,
պարտիլ,verb,"['To owe a debt or obligation; To be bound or obliged to someone; (With an infinitive): to need to, to be necessary, to be required; To be obligated (to do something for someone).']",,,
պարտուիլ,verb,"['to be conquered, vanquished, defeated, to get beaten.']",,,
պարփակել,verb,"['to enclose, to contain, to shut in, to encircle, to close, to environ, to encompass, to surround, to envelop.']",,,
պերճախօս,adjective,"['one who speaks or writes in ornate, elevated, or elegant language; clever and articulate; gifted in expression; (figurative) vivid, expressive, striking; (figurative) convincing, revealing, irrefutable; eloquent speaker.']",,,
պզտիկուց,adverb,['from childhood.'],,,
պըտըտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,
պիտոյք,noun,"['Need, necessity; the things a person requires for living; What is required for doing or making something; necessary items, supplies.']",,,
պիւտճէ,noun,['A budget; a preliminary accounting of income and expenditure for a specified period of time.'],,,
պղտորել,verb,"['to trouble, to muddy, to disturb, to make turbid, to agitate, to mix, to thicken, to cause trouble, to distract.']",,,
պնդանալ,verb,"['to harden, to become hard, to stiffen, to thicken, to indurate, to toughen, to consolidate.']",,,
պոռալ,verb,"['to cry, to shout, to exclaim.']",,,
պոռթկալ,verb,"['to explode, to erupt, to burst, to split, to break out, to protrude.']",,,
պսակել,verb,"['to crown, to adorn with a crown, to decree a crown, to wreath, to award a prize; to give the nuptial blessing, to marry; to perform the ceremony of marriage.']",,,
պսակուիլ,verb,"['to be crowned, to wear a crown; to marry, to wed, to get married.']",,,
պտըտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,
պտըտցնել,verb,"['to cause to turn about oneself; to make to go around in a circle, to cause to revolve; to take out for a walk, to take out walking, to take for a stroll.']",,,
պտտիլ,verb,"['to turn about oneself; to complete a circle, to go around in a circle; to walk, to take a walk, to promenade, to stroll, to wander.']",,,
պտտցնել,verb,"['to cause to turn about oneself; to make to go around in a circle, to cause to revolve; to take out for a walk, to take out walking, to take for a stroll.']",,,
պրիսմակ,noun,['prism.'],,,
պրծիլ,verb,"[""to escape, to get away, to slip out, to evade, to make one's escape, to get rid of, to finish.""]",,,
պրպտել,verb,"['to scour, to look through, to research for, to examine, to scrutinize.']",,,
ջախջախել,verb,"['to crush totally, to break to pieces, to crash, to crush, to pound, to bruise, to dash in pieces, to overwhelm.']",,,
ջախջախիչ,adjective,"['crushing, that breaks to pieces, overwhelming.']",,,
ջարդուիլ,verb,"['to be cut into pieces, to be shattered, to be smashed; to perish; to be killed, to be massacred, to be butchered.']",,,
ջլատել,verb,"['to enervate, to unnerve, to enfeeble, to weaken, to cripple, to paralyse.']",,,
ջնջուիլ,verb,"['to be erased, to disappear; to be wiped or cleaned away; to be destroyed, collapsed, or ruined; to be annihilated, obliterated, exterminated.']",,,
ջոկատ,noun,"['troop, company, band; military detachment, platoon.']",,,
ռահվիրայ,noun,"['sapper, pioneer, guide.']",,,
ռուսահայ,noun,['Russian Armenian.'],,,
սահիլ,verb,"['To move forward by gliding over a smooth, flat surface; to slide; to glide; To move forward over a smooth surface using some tool or means; To lose balance; to slip; to stumble; to fall; (Of a cart, vehicle, etc.) to spin or skid without making forward progress (because of mud, oil, gravel, etc.); To pass imperceptibly (of time).']",,,
սայթաքիլ,verb,"['to slip, to lose footing, to stumble; to stray, to deviate, to veer off course; to waver in thought, to be mentally unsettled, to hesitate.']",,,
սաստել,verb,"['to scold, to reprimand, to rebuke.']",,,
սատար,noun,"['helper, auxiliary, aid, assistant, maker, workman, artisan, operative.']",,,
սաւառնիլ,verb,"['to soar, to hover, to tower, to fly about, to flutter about, to flap the wings.']",,,
սենեակ,noun,"['chamber, room.']",,,
սեպել,verb,"['to count, to reckon, to suppose, to presume, to calculate, to charge, to consider, to attribute, to annex, to impute.']",,,
սերիլ,verb,"['to descend from, to be born of, to be descended, to be born, to engender, to breed, to be procreated, to derive, to spring.']",,,
սերմանել,verb,"['to sow, to scatter, to sow a field, to sow with seed, to plant, to seed, to disseminate, to engender, to inseminate.']",,,
սերտանալ,verb,"['to harden; to condense; to become intimate, cordial.']",,,
սերտել,verb,['To harden; to solidify; to make firm; to stiffen; To master thoroughly through practice or repeated reading; to learn well; to memorize.'],,,
սիրուիլ,verb,['to be loved.'],,,
սիւնակ,noun,"['column in books; little column, baluster.']",,,
սխալիլ,verb,"['to make a mistake, to err, to miss, to fail, to mistake, to be mistaken, to transgress, to blunder.']",,,
սկաուտ,noun,['scout.'],,,
սկսիլ,verb,"['to begin, to start, to commence, to initiate, to originate, to lead; to set out, to play first.']",,,
սնուցիչ,noun,"['nourisher, sustainer, nurturer; one who nourishes, feeds, or cares for others; a provider, caretaker, or sustaining source; describing something that nourishes or sustains; nourishing.']",,,
սնտուկ,noun,"['box, case; trunk, chest, coffer.']",,,
սոսկալ,verb,"['to fear, to dread, to be horrified, to be afraid, to tremble, to be frightened, to be terrified.']",,,
սովորոյթ,noun,"['custom, habit, convention; (Legal) any longstanding custom established in a particular place, which is used to govern certain legal matters when making decisions.']",,,
սուրալ,verb,"['to run swiftly, to rush, to dash, to hasten, to gallop, to spring forth, to dart.']",,,
սպառել,verb,"['to consume, to squander, to waste, to spend, to consummate, to use, to absorb, to swallow up, to exhaust, to finish.']",,,
սպառիլ,verb,"['to be consumed, to decay, to waste away, to be exhausted, to expire, to finish, to dry up, to be used up.']",,,
սպասուիլ,verb,"['to be awaited; to be expected, to be hoped for.']",,,
սպրդիլ,verb,['To slip in secretly; to enter stealthily; to sneak in; To slip out of one’s hand; to slide away; to escape one’s grasp; To slip in accidentally or unnoticed; to escape notice.'],,,
ստախօս,noun,"['false-speaking, lying, deceitful; a person who speaks falsehoods; one who lies or is deceitful; liar.']",,,
ստացուիլ,verb,"['to be gotten, taken, attained, gained, received, achieved, acquired, purchased, obtained, derived; to come to hand; to come to be.']",,,
ստգտանք,noun,"['blame, reproach, reproof, incrimination, imputation.']",,,
ստիպուիլ,verb,"['to be pressed, to be in a hurry, to be obliged, to be forced, to be constrained.']",,,
ստորեւ,adverb,"['lower part, bottom; below.']",,,
ստորոտ,noun,['foot of a mountain; skirt of a gown; train of a gown; lower part.'],,,
ստրկաբար,adverb,"['servilely, slavishly.']",,,
սրբանալ,verb,"['to become holy, to be sanctified, to purify; to devote oneself; to become consecrated.']",,,
սրբացնել,verb,"['to canonize, to sanctify, to besaint, to saint.']",,,
սրբուիլ,verb,"[""to be purified, cleaned; to purge, to purify, to dry one's self.""]",,,
սրտաբուխ,adjective,"['from the heart, hearty, sincere, cordial; generous, bountiful; heartily, sincerely, cordially; generously.']",,,
սրտայոյզ,adjective,"[""stirring or touching one's heart.""]",,,
սրտոտ,adjective,"['hearted, brave, daring.']",,,
սրտցաւ,adjective,['compassionate.'],,,
սփիւռք,noun,['diaspora; dispersion.'],,,
վաղանցիկ,adjective,"['something that passes quickly; brief, short-lived, fleeting, transient, short-lived, ephemeral.']",,,
վարագոյր,noun,"['curtain, veil, blind, screen.']",,,
վարակել,verb,"['to affect, to infect, to taint, to contaminate, to spread; to impede, to entangle.']",,,
վարակիչ,adjective,"['infectious, contagious, catching.']",,,
վարանիլ,verb,"['to hesitate, to be uncertain, to doubt, to balance, to waver, to be beset, to be irresolute, to haggle, to be at a stand.']",,,
վարանոտ,adjective,"['hesitating, wavering, undecided, indecisive, irresolute.']",,,
վարժուիլ,verb,"[""to get used, to accustom, to inure one's self, to exercise, to be accustomed; to be instructed, formed.""]",,,
վարմունք,noun,"['treatment, conduct, leading, behavior.']",,,
վարուիլ,verb,"['to be tilled; to be driven, led, conducted, directed, guided.']",,,
վարչաձեւ,noun,"['regime, mode.']",,,
վարքագիծ,noun,"['orientation, alignment, conduct.']",,,
վեհապանծ,adjective,"['majestic, imposing, grand, striking, impressive.']",,,
վեհապետ,noun,['sovereign.'],,,
վեհափառ,adjective,"['majestic, august, royal; grand, imposing; His Holiness, the Catholicos.']",,,
վերածնիլ,verb,"['to be regenerated, to be born again, to revive.']",,,
վերամուտ,noun,"['re-entrance, re-entering; re-opening, back-to-school, start of the new school year.']",,,
վերապրիլ,verb,"['to survive, to outlive.']",,,
վերյիշել,verb,['to recall to memory.'],,,
վերջակէտ,noun,"['period punctuation mark; end, conclusion, close.']",,,
վերջապէս,adverb,"['at last, at length, in fine, finally, after all, in short.']",,,
վերսկսիլ,verb,"['To resume; To begin again something that had once been started but left unfinished; To start again, to repeat the same action that was done before; to renew.']",,,
վերցուիլ,verb,"['to be raised up, to be raised, to be lifted up, to be picked up, to be taken up, to be carried, to be taken away, to be supported; to be considered.']",,,
վէճ,noun,"['quarrel, discussion, dispute, debate, contestation, controversy, litigation, difference, legal dispute.']",,,
վէպ,noun,"['novel, fiction, story, tale, falsehood, romance, recital, narration.']",,,
վէրք,noun,"['wound, sore, ulcer, cut, hurt, lesion, trauma.']",,,
վիլլա,noun,['villa.'],,,
վիհ,noun,"['abyss, hell, unfathomable depth, precipice, chasm; whirlpool, chaos.']",,,
վիրաւոր,adjective,"['wounded, physically hurt; emotionally hurt, brokenhearted, ulcerated; wounded person.']",,,
վլվլուկ,noun,"['uproar, noise, row; disturbance, confusion, hubbub.']",,,
վկայուիլ,verb,"['to be attested, to be witnessed, to be certified, to be affirmed.']",,,
վճարուիլ,verb,"['to be paid, acquitted, to be done, to be effected.']",,,
վճռապէս,adverb,"['decidedly, definitively.']",,,
վնասուիլ,verb,"['to hurt, to be injured, to suffer.']",,,
վշտակցիլ,verb,"[""to sympathize with, to feel for, to compassionate, to have compassion for any one, to participate in any one's grief.""]",,,
վոհմակ,noun,"['herd (of beasts), pack, troop, band, crew, gang.']",,,
վռնտել,verb,"['to expel, to banish, to turn out, to send away, to discharge, to drive away, to dismiss.']",,,
վստահիլ,verb,"['to be assured, to trust in, to rely on, to confide in, to depend upon, to trust to, to intrust, to accredit; to confide, to entrust, to place reliance.']",,,
վտարուիլ,verb,"['To be removed (sometimes permanently), driven out, forced out, or put out; to be expelled; To be deported, exiled, or displaced.']",,,
վրդովիլ,verb,"['to be restless, unsettled; to be disturbed or thrown into disorder; to be emotionally shaken, distressed, or anxious; to become angry, irritated, or upset.']",,,
վրէժ,noun,"['vengeance, revenge, retaliation.']",,,
վրիպակաւ,adverb,"['mistakenly, by mistake, by accident; used to indicate that something was done in error or unintentionally.']",,,
վրիպանք,noun,"['error, fault, mistake, illusion, oversight, blunder, misunderstanding.']",,,
վրիպիլ,verb,"['to deviate from the direct path or target; to miss; to go astray, to wander from the right path, to sin; to make a mistake; to be wrong; to err; to fail, be deceived, or let down in expectations; to escape notice, to be overlooked or missed.']",,,
տագնապիլ,verb,"['to be in great pain, to take alarm, to be alarmed, to be uneasy, to torment oneself, to strain, to be embarrassed, to be in despair, to be solicitous about.']",,,
տաժանք,noun,"['great fatigue, pain, toil, much labour, trouble, hardship, weariness, affliction, grief, uneasiness.']",,,
տածել,verb,"['To take care of, provide for needs, nurse, nourish; (Figurative) To nurture or harbor a feeling within oneself; to feel; to cherish.']",,,
տանջուիլ,verb,"['to be tormented, tortured, racked, distressed; to suffer, to be in pain.']",,,
տապալիլ,verb,"['To fall to the ground, to roll over; To collapse, to sink, to be destroyed; To be overcome, to be subdued; to fall from power, To be overthrown, to be dethroned; to fail, To be rejected, to lose an election.']",,,
տառապեալ,adjective,"['afflicted, miserable, unfortunate, woeful, unhappy, poor, hapless.']",,,
տարաբախտ,adjective,"['unfortunate, unlucky, hapless, unhappy, wretched poor, ill-starred.']",,,
տարագիր,noun,['Exiled; banished; deported from one’s homeland by the order of a court or authority; More generally: exiled; driven from one’s homeland by force or persecution; a refugee or expatriate; Disinherited; deprived of inheritance or filial rights; Improper; inappropriate; objectionable.'],,,
տարագրել,verb,"['To expel, exile, banish (irreversibly); To displace, deport; To drive away, expel, remove.']",,,
տարբերիլ,verb,"['to differ, to be different, to vary, to be unlike, to disagree.']",,,
տարուիլ,verb,"['to be carried, to be taken.']",,,
տարփանք,noun,"['ardent desire, love, passion, amour.']",,,
տաքցնել,verb,"['to heat, to warm, to make warm, to excite, to inflame.']",,,
տգիտաբար,adverb,"['ignorantly, unknowingly, unskilfully, unwittingly.']",,,
տեղալ,verb,"['to pour, to shower (rain), to rain, to fall, to drop down, to hail.']",,,
տեղեակ,adjective,"['informed, aware, well-informed; familiar with the matter or circumstances; skilled or knowledgeable.']",,,
տեղքայլ,noun,"['walking in place; stagnation, stagnancy.']",,,
տենչ,noun,"['desire, wish, envy, longing for.']",,,
տենչանք,noun,"['desire, wish, envy, appetition, longing for, avidity, aspiration.']",,,
տեսադաշտ,noun,['Field of vision; the extent of space visible to the eye; Figuratively: The scope of examination or study; The number of letters the eye takes in at once while reading.'],,,
տեսակէտ,noun,"['view point, point of view, prospect, point of sight, scenery.']",,,
տեսնուիլ,verb,"['to be seen, to appear, to interview; to be visible.']",,,
տետրակ,noun,"['copybook, notebook, pamphlet, stitched-book, tablet.']",,,
տերեւ,noun,['leaf.'],,,
տեւաբար,adverb,"['incessantly, continually.']",,,
տեւապէս,adverb,"['durably, permanently, persistently, continuously, abidingly.']",,,
տեւել,verb,"['to continue, to last, to endure.']",,,
տժգունիլ,verb,"['to become discolored, to grow pale, to turn pale, to become pale, to pale, to fade, to lose color.']",,,
տիպար,noun,"['type, model, pattern, example, paragon; exemplary.']",,,
տիրանալ,verb,"[""to master, to seize, to take possession of, to dominate, to possess one's self of, to have the mastery.""]",,,
տխրիլ,verb,"['to become sad, to grieve, to be sorry, to become sorrowful, to sorrow.']",,,
տկարանալ,verb,"['to become weak, unwell, infirm, to grow weak, to weaken, to become enfeebled, to lose strength, to languish.']",,,
տոգորել,verb,"['to imbibe, to imbue, to soak, to steep, to infuse, to saturate.']",,,
տոլար,noun,['dollar.'],,,
տոհմիկ,adjective,"['noble, of a good family, highborn; clannish.']",,,
տողանցել,verb,"['to defile, to file off, to march off in a line, to parade, to march in procession.']",,,
տողանցք,noun,"['parade, procession, defile, march.']",,,
տոմսակ,noun,"['note, letter, billet, ticket.']",,,
տոչորել,verb,"['to burn, to set on fire.']",,,
տոչորիլ,verb,['to burn.'],,,
տուայտիլ,verb,"['to suffer, to grieve at, to be vexed, to strive, to struggle.']",,,
տուեալ,adjective,['that which is given; datum; notion.'],,,
տպագրել,verb,"['to print, to publish, to stamp, to punch, to imprint.']",,,
տպաւորել,verb,"['to impress, to engrave, to print, to stamp, to instill.']",,,
տպուիլ,verb,"['to be printed, published, pressed, impressed, stamped, to go to press.']",,,
տրուիլ,verb,"[""to be given; to give one's self up, to render one's self.""]",,,
տքնիլ,verb,"['to watch, to labor hard, to sit up, to attend, to take care, to look after, to strive, to sweat, to toil.']",,,
տօնել,verb,"['to keep holiday, to solemnize, to feast, to celebrate, to observe a holiday.']",,,
տօնուիլ,verb,['to be celebrated.'],,,
ցամքիլ,verb,"['To lose moisture; to become dry; For dampness or wetness to disappear — to evaporate, to dry off; To atrophy or shrink (of limbs, skin, face, etc.); (Of profit or advantage) To stop, disappear, or be cut off; To disappear, perish, cease to exist — to fade away, to vanish completely.']",,,
ցարդ,adverb,['until now.'],,,
ցաւոտ,adjective,"['painful, aching, suffering, unwell, infirm, weak, feeble.']",,,
ցնդիլ,verb,"[""to disperse, to evaporate, to go mad; to scatter or disperse; to break apart and spread out; (physics) to evaporate or turn into gas, spreading into the air; to disappear, vanish, be gone; to drift mentally; to lose focus; to become scattered in thought; to lose one's mind, go mad, become deranged; to decline mentally with age; senility, mental deterioration in old age.""]",,,
ցնորիլ,verb,"['to go mad, to hallucinate, to rave; to lose one’s mind; to go insane, become deranged or foolish; to fall into delusions or fantasies; to daydream or imagine unreal things; to rave or ramble deliriously; to speak nonsense (especially due to illness).']",,,
ցնցուիլ,verb,"['To be shaken by force; to be jolted or jerked; To be made to shiver; to be made to tremble; Figuratively: to be deeply disturbed or upset; to be shocked; to be thrown into turmoil (especially by unexpected, unpleasant news).']",,,
ցոլալ,verb,"['to reflect light from a smooth surface; to shine; to twinkle, to sparkle, the flickering or twinkling of light rays; to generally shine or sparkle.']",,,
ցոլանալ,verb,"['to reflect light from a smooth surface; to shine; to twinkle, to sparkle, the flickering or twinkling of light rays; to generally shine or sparkle.']",,,
ցոլացնել,verb,"['to reflect, to mirror, to throw back, to reverberate, to make to flash.']",,,
ցոլք,noun,"['reflection, flash, reflections, reflex (of light, of colours), flashes.']",,,
ցրօնք,noun,['dispersion.'],,,
ցցել,verb,"['To thrust into something like a stake, to stick or embed upright, to pierce or plant firmly; To set upright, to raise or plant vertically.']",,,
ցցուիլ,verb,"['To be thrust or driven into something like a stake; to be stuck upright; To be made to stand erect; to be planted upright; To stand motionless like a spike or stake; to stand upright and still; to be planted firmly; To rise, to stand up, to elevate oneself; To jut upward or rise sharply with a pointed or narrow tip.']",,,
փախիլ,verb,"['to flee, to escape, to get away, to run away, to fly, to take flight, to desert, to fly off.']",,,
փակուիլ,verb,"['to be shut, to be closed; to end, to come to a conclusion; to be disrupted, to be shut down; to withdraw, to isolate oneself.']",,,
փայլիլ,verb,"['to shine, to sparkle, to twinkle, to glitter, to glisten, to irradiate, to radiate.']",,,
փաշայ,noun,"['pasha, the title of a Turkish officer of high rank.']",,,
փառաշուք,adjective,"['glorious and splendid; majestic, lavish; celebrated or carried out with great glory and grandeur; magnificent.']",,,
փառասէր,adjective,"['loving fame, seeking glory; someone who does things to be praised or honored; vain, boastful, obsessed with prestige; related to seeking fame or ambition.']",,,
փառաւոր,adjective,"['glorious, illustrious, eminent, magnificent, gorgeous, sumptuous, maestoso, stately, majestic, splendid, pompous.']",,,
փարատել,verb,"['to dissipate, to disperse, to scatter, to dispel, to avert, to make to disappear, to do away with.']",,,
փարատիլ,verb,"['to scatter or vanish; to fade away or disappear; to disperse; to clear up, to be dispelled, for a false belief or impression to fall away.']",,,
փափագիլ,verb,"['to desire, to want, to envy, to long for, to wish for.']",,,
փափաք,noun,"['wish, desire, eagerness, longing.']",,,
փափաքիլ,verb,"['to desire, to want, to envy, to long for, to wish for.']",,,
փետրուար,noun,['February.'],,,
փճանալ,verb,"['to become useless; to decay, to perish, to be annihilated, to be destroyed; to be spoiled; to come to nothing; to be massacred.']",,,
փճացնել,verb,"['to ruin, to destroy, to annihilate, to eradicate, to nullify; to massacre.']",,,
փնտռուիլ,verb,"['To be searched for, to be sought; To be inquired into, to be asked about, to be investigated; To be demanded.']",,,
փշրիլ,verb,"['փշրուիլ, փշրիլ (to break, to be broken to pieces, to dash, to split.']",,,
փշրուիլ,verb,"['փշրուիլ, փշրիլ (to break, to be broken to pieces, to dash, to split.']",,,
փոխանորդ,noun,"['substitute, replacer, stand-in, suppliant, vicar, proxy, supplicant, representative, representant, delegate, successor, procurator, attorney.']",,,
փոխանցիկ,adjective,"['transmissive, contagious, infectious.']",,,
փոխարժէք,noun,"['value, worth, price.']",,,
փոխարկել,verb,"['to convert, to transfer, to turn, to change, to transform; to replace, to exchange.']",,,
փոխուիլ,verb,"['to change, to alter, to be changed, to be transmuted, to be transformed, to be resolved.']",,,
փոշիանալ,verb,"['to become dust, to be reduced to fine powder; to be reduced to very small particles, to become extremely fine or fragmented; to be utterly destroyed, to vanish, to be obliterated; to become ruin, to decay into rubble or remains; to become scattered, fragmented into small bits, to crumble apart.']",,,
փորձագէտ,adjective,['expert.'],,,
փորձանք,noun,"['evil, misfortune, disaster, mischance; temptation, adversity, tribulation, peril.']",,,
փորձառու,adjective,"['experienced, skilled, proficient, knowledgeable; someone who has experience in a particular field, knowledgeable and skilled; well-informed.']",,,
փորձուիլ,verb,"['to be tested, to be tried; to be subjected to a test; to be recognized through trial; to undergo a trial or challenge; to fall into temptation.']",,,
փոքրաթիւ,adjective,"['small in number, few, not numerous, not many, rare, scarce.']",,,
փսփսալ,verb,['to whisper.'],,,
փրթիլ,verb,"['to be broken off, to break off, to be detached, to snap, to come off.']",,,
փրկուիլ,verb,"['to be saved; to escape, to run away, to take refuge.']",,,
քալուածք,noun,"['gait, manner of walking.']",,,
քաղուածք,noun,"['Harvesting; the act or manner of reaping; Excerpt, extract, or passage taken selectively from one or several written works; A reading book of excerpts — a collection used for study or review.']",,,
քանդակել,verb,"['To engrave or carve images or letters into a hard surface using a sharp steel tool; To sculpt by carving or chiseling marble or similar material, forming a human figure, an animal, or another object.']",,,
քանդուիլ,verb,"['to fall in decay, to destroy oneself; to be pulled down, demolished, ruined, subverted, devastated, destroyed.']",,,
քաշուիլ,verb,"['to be drawn, pulled, enticed, dragged, absorbed; to retire, to recede, to shrink, to withdraw, to leave, to go away; to shy, to avoid, to fear.']",,,
քարանալ,verb,"['to become stone, to be petrified; to harden like a rock; to become unmerciful, incompassionate; to become motionless out of fear or delight.']",,,
քարացնել,verb,"['to petrify, to change to stone, to fossilize; to make hard, to harden.']",,,
քերթուած,noun,"['poem, poetry, verse.']",,,
քիմիագէտ,noun,['chemist.'],,,
քմահաճ,adjective,"['arbitrary, optional, inquisitorial, capricious, fantastic, whimsical.']",,,
քմայք,noun,"['caprice, whim, freak.']",,,
քննուիլ,verb,"['to be examined, tested, investigated, censured, controlled, criticized, audited, inspected, surveyed, to be looked at.']",,,
քշուիլ,verb,"['To be driven / moved; To be carried or pushed along; To work and move forward; To be removed, depart; To be expelled or driven out; To be exiled; To be sold (of goods).']",,,
քողարկել,verb,"['to cover with a veil, to hide under a covering; to mask, to hide, to conceal, to disguise.']",,,
քրմապետ,noun,"['high priest, pontiff, heathen pontiff.']",,,
քրտնիլ,verb,"['to sweat, to perspire, to toil, to drudge.']",,,
քօղարկել,verb,"['to cover with a veil, to hide under a covering; to mask, to hide, to conceal, to disguise.']",,,
օգտաշատ,adjective,"['very useful, available, advantageous, showing utility.']",,,
օգտուիլ,verb,"[""to profit, to take advantage of, to avail one's self of, to derive advantage from.""]",,,
օդանաւ,noun,"['airplane, airship.']",,,
օժտուիլ,verb,"['to be endowed, to be doted, to be blessed with.']",,,
օճախ,noun,"['fireplace; stove, furnace; home, family.']",,,
օտարանալ,verb,"['to become a stranger, to be alienated, to become strange, to degenerate, to go away, to remove, to be alienated, to be estranged; to assimilate into another people or culture.']",,,
օրաթերթ,noun,['daily newspaper.'],,,
օրէնք,noun,['law.'],,,
օրհնանք,noun,['blessing.'],,,
օրհնեալ,adjective,"['blessed, hallowed, consecrated, holy, praiseworthy.']",,,
օրհնուիլ,verb,"['to be blessed, consecrated, praised, glorified, honoured.']",,,
օրօրել,verb,"['to rock, to rock to sleep, to lull, to cradle, to swing.']",,,
օփերա,noun,['opera.'],,,
ֆութպոլ,noun,"['football, soccer.']",,,
ազդող,verb,['subjective participle of ազդել (azdel).'],,,
ամսվա,noun,['dative singular of ամիս (amis).'],,,
անձինք,noun,['nominative plural of անձ (anj).'],,,
անձիք,noun,['misconstruction of անձինք (anjinkʻ).'],,,
անցել,verb,['perfective converb of անցնել (ancʻnel).'],,,
անցնող,verb,['subject participle of անցնել (ancʻnel).'],,,
անցող,verb,['nonstandard form of անցնող (ancʻnoġ).'],,,
առա,verb,['first-person singular past perfect indicative of առնել (aṙnel).'],,,
առկախվել,verb,"['mediopassive of առկախել (aṙkaxel): to be hanging, to be dangling.']",,,
ասա,verb,['second-person singular imperative of ասել (asel).'],,,
ասած,verb,['resultative participle of ասել (asel).'],,,
ասեց,verb,['third-person singular past perfect indicative of ասել (asel).'],,,
ավագանու,noun,['dative singular of ավագանի (avagani).'],,,
բանս,noun,['nominative singular first-person possessive of բան (ban).'],,,
բարկացած,verb,['resultative participle of բարկանալ (barkanal).'],,,
բացառվել,verb,['mediopassive of բացառել (bacʻaṙel).'],,,
բացվել,verb,['passive voice of բացել (bacʻel).'],,,
գալիս,verb,"['imperfective converb of գալ (gal).', 'simultaneous converb of գալ (gal).']",,,
գանք,verb,['first-person plural future optative of գալ (gal).'],,,
գիրքդ,noun,['nominative singular second-person possessive of գիրք (girkʻ).'],,,
գիրքս,noun,['nominative singular first-person possessive of գիրք (girkʻ).'],,,
գնա,verb,['second-person singular imperative of գնալ (gnal).'],,,
գնող,verb,['subject participle of գնել (gnel).'],,,
գործող,verb,['subject participle of գործել (gorcel).'],,,
դարձա,verb,['first-person singular past perfect indicative of դառնալ (daṙnal).'],,,
դեղերու,noun,['dative plural of դեղ (deġ).'],,,
դիտվել,verb,['mediopassive of դիտել (ditel).'],,,
դրած,verb,['resultative participle of դնել (dnel).'],,,
ելնող,verb,['subject participle of ելնել (elnel).'],,,
եկած,verb,['resultative participle of գալ (gal).'],,,
եկող,verb,['subject participle of գալ (gal).'],,,
եղա,verb,['first-person singular past perfect indicative of լինել (linel).'],,,
եղած,verb,['resultative participle of լինել (linel).'],,,
եղանք,verb,['first-person plural past perfect indicative of լինել (linel).'],,,
եղար,verb,['second-person singular past perfect indicative of լինել (linel).'],,,
եղաք,verb,['second-person plural past perfect indicative of լինել (linel).'],,,
եղբոր,noun,['dative singular of եղբայր (eġbayr).'],,,
եղել,verb,['past participle of լինել (linel).'],,,
եղիր,verb,['second-person singular imperative of լինել (linel).'],,,
եղող,verb,['subjective participle of ըլլալ (əllal).'],,,
երազող,verb,['subject participle of երազել (erazel).'],,,
զարմացած,verb,['resultative participle of զարմանալ (zarmanal).'],,,
զննող,verb,['subject participle of զննել (znnel).'],,,
էիր,verb,['second-person singular imperfect of եմ (em).'],,,
էիք,verb,['second-person plural imperfect of եմ (em).'],,,
էկող,verb,"['(dialectal, colloquial) alternative form of եկող (ekoġ).']",,,
էղիր,verb,['(dialectal) alternative form of եղիր (eġir).'],,,
ընտրվել,verb,['mediopassive of ընտրել (əntrel).'],,,
թթված,verb,['resultative participle of թթվել (tʻtʻvel).'],,,
թռչող,verb,['subject participle of թռչել (tʻṙčʻel).'],,,
թրաշվել,verb,"['mediopassive of թրաշել (tʻrašel).', '(reflexive, colloquial) to shave.']",,,
թքած,verb,['resultative participle of թքել (tʻkʻel).'],,,
լինեինք,verb,['first-person plural future perfect subjunctive/optative of լինել (linel).'],,,
