title,inflected_base,part_of_speech,priority,reason,has_meaningful_etymology,has_weak_only_etymology,inferred_confidences,current_sources,query_terms,target_adapters
հանգստաւէտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանգստաւէտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանգստութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանգստութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանգրուան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանգրուան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդարտեցնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդարտեցնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդարտիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդարտիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդարտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդարտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդերձարան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդերձարան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդէս,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդէս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիպիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդիպիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիսաւոր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդիսաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիսաւորապէս,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդիսաւորապէս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիսաւորութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդիսաւորութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիսութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդիսութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդուրժողութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանդուրժողութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրածանօթ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրածանօթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրահռչակ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրահռչակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրայայտ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրայայտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրապետութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրապետութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրօգուտ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հանրօգուտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշիւ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշիւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշուապահութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշուապահութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշուարկ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշուարկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշուել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշուել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշուետուութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշուետուութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշտուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաշտուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հառաչիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հառաչիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասարակութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասարակութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասկացողութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասկացողութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասկնալի,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասկնալի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասկցնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասկցնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասկցուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասկցուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասոյթ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասոյթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասութաբեր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասութաբեր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասուննալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասուննալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասունութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասունութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասունցնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասունցնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատամտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստատամտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատապէս,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստատապէս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստատութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստատուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստատօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստիք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաստիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասցէ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հասցէ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատնիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հատնիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատուած,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հատուած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարազատութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարազատութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարաւային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարաւային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարեւան,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարեւան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարթութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարթութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարիւրամեակ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարիւրամեակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկադրաբար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարկադրաբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկադրանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարկադրանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկադրիչ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարկադրիչ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկադրուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարկադրուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկաւ,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարկաւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարուած,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարուած,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարուածել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարուածել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարստահարութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարստահարութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարստացնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարստացնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարստութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարստութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցադրել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցադրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցադրումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցադրումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցազրոյց,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցազրոյց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցախոյզ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցախոյզ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցարան,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցարան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցուփորձել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցուփորձել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցուփորձուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հարցուփորձուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հացկերոյթ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հացկերոյթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւանաբար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւանաբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւանութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւանութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւանօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւանօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարազօր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարազօր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարակշռել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարակշռել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարակշռութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարակշռութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարակշռուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարակշռուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարապէս,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարապէս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւասարութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւասարութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաստել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաստել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաստիք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաստիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատալիք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատալիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատամք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատամք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատարմութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատարմութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատարմօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատարմօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատացեալ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատացեալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատաւոր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատաքննութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատաքննութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւատք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւատք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքաբար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքաբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքածոյ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքածոյ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքականութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքականութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքոյթ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքոյթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւաքուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւաքուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաւնիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հաւնիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեգնութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեգնութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեգնօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեգնօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեթանոսական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեթանոսական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեթանոսութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեթանոսութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեծեծանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեծեծանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեծկլտանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեծկլտանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղեղային,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղեղային,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղեղօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղեղօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղինակաւոր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղինակաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղինակել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղինակել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղինակութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղինակութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղձուցիչ,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեղձուցիչ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեշտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեշտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռատեսութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեռատեսութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռացուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեռացուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռաւոր,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեռաւոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռաւորութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեռաւորութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետազօտել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետազօտել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետազօտութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետազօտութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետազօտուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետազօտուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետազօտումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետազօտումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետախուզել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետախուզել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետապնդել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետապնդել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետապնդուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետապնդուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետապնդումն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետապնդումն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետաքրքրուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետաքրքրուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւաբար,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւաբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւանք,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւեալ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւեալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւող,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւող,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւողական,,adjective,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւողական,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւողականութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւողականութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւողականօրէն,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւողականօրէն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետեւցնել,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետեւցնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետզհետէ,,adverb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հետզհետէ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հերկուիլ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հերկուիլ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հերոսամարտ,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հերոսամարտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հերոսութիւն,,noun,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հերոսութիւն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեւալ,,verb,75,non-meaningful-etymology,False,False,,Nayiri lexicon,հեւալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
