title,part_of_speech,definition,suggested_etymology,source,notes,likely_origin
հզօրանք,noun,"['might, great power or strength.']",,,,Unknown
հիացիկ,adjective,"['Admiring; filled with admiration; Wonderful, admirable; Expressing admiration; admiring in tone.']",,,,Unknown
հիացնել,verb,"['to astonish, to amaze, to ravish, to make to admire, to enrapture.']",,,,Unknown
հիմնապէս,adverb,['fundamentally.'],,,,Unknown
հիմնարկ,noun,['foundation.'],,,,Unknown
հիմնաքար,noun,"['cornerstone, foundation stone, headstone.']",,,,Unknown
հիմնել,verb,"['to found, to establish, to build, to erect.']",,,,Unknown
հիմնուիլ,verb,"['to be based, founded, to be founded, built, erected; to be based on (facts, evidence).']",,,,Unknown
հիննալ,verb,"['to grow, to get old, to be worn out.']",,,,Unknown
հիւանդ,adverb,"['sick, ill, diseased, unwell, infirm, invalid, unhealthy, suffering, patient, in pain.']",,,,Unknown
հիւթեղ,adjective,"['juicy, succulent.']",,,,Unknown
հիւլէ,noun,"['atom, molecule, corpuscle.']",,,,Unknown
հիւծել,verb,"['to emaciate, to make lean.']",,,,Unknown
հիւծիլ,verb,"[""to grow lean, to shrink, to pine away, to languish, to decay, to perish, to fall away, to emaciate, to waste away, to melt away, to ruin one's self.""]",,,,Unknown
հիւսել,verb,"['to weave, to web, to knit, to twist, to interlace, to plait, to lace, to braid, to intertwine, to intwine.']",,,,Unknown
հիւսուիլ,verb,"['to be woven, to be knitted, twisted, interlaced, laced, braided, intertwined, intwined.']",,,,Unknown
հիւր,noun,"['guest, visitor.']",,,,Unknown
հիւրանոց,noun,['hospice; hotel; parlor.'],,,,Unknown
հմայուիլ,verb,"['to be bewitch, spellbound; to be charmed enticed, fascinated, attracted, allured, seduced.']",,,,Unknown
հմտաբար,adverb,"['skillfully, proficiently, learnedly, knowingly.']",,,,Unknown
հնարագէտ,adjective,"['resourceful, inventive, clever — one who knows or devises clever solutions; demonstrating ingenuity or cleverness; skillfully crafted, ingenious.']",,,,Unknown
հնարաւոր,adjective,"['possible, feasible.']",,,,Unknown
հնաւանդ,adjective,"['transmitted or passed down from long ago, old traditional, ancient.']",,,,Unknown
հնչեցնել,verb,"['to sound, to make to resound, to reverberate, to resound, to ring, to toll.']",,,,Unknown
հոգեպէս,adverb,"['spiritually, psychologically.']",,,,Unknown
հոգեւոր,adjective,"['spiritual, devout, pious, godly.']",,,,Unknown
հոլովոյթ,noun,"['evolution, rotation, circulation.']",,,,Unknown
հոծ,adjective,"['dense, compact, thick, massive, bulky.']",,,,Unknown
հողագործ,noun,"['farmer, agriculturist.']",,,,Unknown
հողամաս,noun,['parcel of land.'],,,,Unknown
հոսիլ,verb,"['to flow, to stream, to drop, to leak, to run, to pass, to glide away, to drain, to shed, to spill, to discharge, to trickle.']",,,,Unknown
հունձք,noun,"['harvest, reaping, yield; the act of harvesting (especially grain); the crop being harvested; the season or time of harvesting (summer); (figurative) productive enterprise, result, gain, return, fruitful outcome.']",,,,Unknown
հպատակիլ,verb,"[""to obey a command; to submit to someone's will; to become subject to authority or power; to surrender control.""]",,,,Unknown
հպարտանք,noun,['pride.'],,,,Unknown
հսկայ,noun,"['A giant; a person endowed with extraordinary strength and heroic stature; In general: a person of extraordinary height; (Figurative sense) the foremost, leading, or preeminent representative of a given field or discipline; Gigantic; enormous; huge; colossal.']",,,,Unknown
հրաժարիլ,verb,"['to resign, to renounce, to abstain, to give up, to retire.']",,,,Unknown
հրամցնել,verb,"['to offer, to present, to attend, to wait on, to serve.']",,,,Unknown
հրաշալիք,noun,"['miracle, prodigy, wonders, marvel.']",,,,Unknown
հրաշունչ,adjective,"['scorching, ardent, burning, fiery.']",,,,Unknown
հրապոյր,noun,"['charm, attraction, allurement, seduction, flattery.']",,,,Unknown
հրաւիրել,verb,"['to invite, to convoke, to convene, to assemble, to call together, to summon.']",,,,Unknown
հրդեհել,verb,"['to set fire to, to burn down.']",,,,Unknown
հրճուանք,noun,"['rejoicing, joy, delight, joyfulness, gladness, glee, mirth, gaiety, pleasure.']",,,,Unknown
հրճուիլ,verb,"['to rejoice, to exult, to be delighted, to take joy; to feel and outwardly express deep emotional satisfaction or joy.']",,,,Unknown
հրոսակ,noun,"['A raiding or warring band; a group engaged in a military campaign or attack; A band of brigands or marauders that suddenly assaults a place, plunders it, and departs; raiding party, pillaging band.']",,,,Unknown
ձախողանք,noun,"['adversity, misfortune, failure, mischance, disaster; disgrace; reversal.']",,,,Unknown
ձախողիլ,verb,"['to be unsuccessful, to fail.']",,,,Unknown
ձանձրոյթ,noun,"['ennui, boredom, weariness, tediousness, annoyance, tedium.']",,,,Unknown
ձգուիլ,verb,"[""To be left, to be abandoned; To be released; To be thrown; To be extended, stretched; To stretch one's self out.""]",,,,Unknown
ձգտիլ,verb,"[""to stretch; to strive, to try, to seek, to aim; to stretch one's limb.""]",,,,Unknown
ձեւ,noun,"['form, shape, figure, mode, formula, make, fashion, manner, mould, model, plan.']",,,,Unknown
ձեւանալ,verb,"['to be made, to be bred, to be formed, to assume a form, to come to some shape; to pretend, to simulate, to feign.']",,,,Unknown
ձեւացնել,verb,"['to form, to shape, to model, to figure, to affect, to assume, to bring up, to fashion, to feign, to simulate, to sham, to pretend, to show, to act; to imagine.']",,,,Unknown
ձօնել,verb,"['to give, to offer, to dedicate, to present, to consecrate, to devote, to donate, to inscribe.']",,,,Unknown
ղրկուիլ,verb,"['to be sent, to be dispatched, shipped.']",,,,Unknown
ղրուշ,noun,"['Turkish coin, equal to 40 paras, or 0.227 gold francs; One hundredth of certain currencies; Small coin, para.']",Borrowed from Turkish kuruş,,,Turkish
ղօղանջ,noun,"['barking, yelping, baying; ringing of bells.']",,,,Unknown
ղօղանջել,verb,"['to sound, to chink, to ring, to clank, to tinkle, to ding.']",,,,Unknown
ճակատիլ,verb,"['to confront, to front the enemy, to battle; to face, to come face to face; to resist, to set oneself against.']",,,,Unknown
ճամբեզր,noun,['edge of the road.'],,,,Unknown
ճամբել,verb,"['to send away, to send back, to put off; to dismiss.']",,,,Unknown
ճամբորդ,noun,"['traveller, passenger.']",,,,Unknown
ճաշակել,verb,"['to eat, to taste, to relish, to savour, to sip.']",,,,Unknown
ճզմել,verb,"['to press, to crush, to bruise, to squeeze, to squash.']",,,,Unknown
ճնշուիլ,verb,"['to bed pressed, oppressed, compressed, squeezed, depressed, weighed upon.']",,,,Unknown
ճշդել,verb,['To give or sell sparingly and in exact measure; to be economical or stingy; to conserve or hold tightly to what one has; To verify; to check; to make precise or accurate; To express correctly; to state precisely; to clarify.'],,,,Unknown
ճշտել,verb,['To give or sell sparingly and in exact measure; to be economical or stingy; to conserve or hold tightly to what one has; To verify; to check; to make precise or accurate; To express correctly; to state precisely; to clarify.'],,,,Unknown
ճոխանալ,verb,"['to become wealthy, rich, to grow opulent, to thrive, to enrich oneself, to prevail, to rule over, to be proud, to be puffed up, to make a fortune.']",,,,Unknown
ճոխացնել,verb,"['to enrich, to enhance, to make wealthy, to gift, to endow.']",,,,Unknown
մագաղաթ,noun,"['parchment, charta; scroll, roll.']",,,,Unknown
մախանք,noun,"['Spite, malevolence, malicious envy, ill will.']",,,,Unknown
մահադէմ,adjective,"['pale, wan, pale as death, livid.']",,,,Unknown
մահազանգ,noun,"['death-knell, death bell.']",,,,Unknown
մահազդ,noun,"[""Obituary notice, death announcement; A notification or announcement about someone's death.""]",,,,Unknown
մաղաս,noun,"['(Physiological/medical) A white, viscous, thread-like secretion produced by mucous membranes, such as saliva, phlegm, mucus, etc.; Postpartum discharge — the fluid released from the birth canal after childbirth (lochia).']",,,,Unknown
մաշել,verb,"['to use up, to consume, to waste, to wear out, to abrade, to erode, to cause to deteriorate, to make worse.']",,,,Unknown
մաշեցնել,verb,"['to abrade, to grind, to wear; to exhaust; to use up, to consume, to waste, to wear out, to cause to deteriorate, to make worse.']",,,,Unknown
մաշիլ,verb,"['to be used, consumed, worn out, to fall, to pine, to dwindle away, to wear away.']",,,,Unknown
մաշուիլ,verb,"['to be used up, consume, wasted, worn out, deteriorated, made worse.']",,,,Unknown
մասնագէտ,noun,['specialist.'],,,,Unknown
մասնատել,verb,['To break into parts; to divide into sections or pieces.'],,,,Unknown
մատնանիշ,adjective,"['indicated, pointed out: deceived.']",,,,Unknown
մատնուիլ,verb,"['to be betrayed, to be subjected to betrayal or denunciation; to be revealed or exposed; to be subjected to hardship or distress.']",,,,Unknown
մարդուժ,noun,"['manpower, workforce, human resources; the available supply of human labor, workers, or personnel.']",,,,Unknown
մարզախաղ,noun,"['athletic game, tournament game; athletics.']",,,,Unknown
մարզանք,noun,"['gymnastics, exercise, drill.']",,,,Unknown
մարզուիլ,verb,"['to be educated, instructed, prepared, trained; to be drilled; to gain experience; to train physically, to exercise.']",,,,Unknown
մարիլ,verb,"['to go out (fire, light), to be extinguished, to be put out; to be quenched, to swoon away, to die off; to pass out, to faint; to laugh excessively, to laugh to the point of collapse.']",,,,Unknown
մեծագործ,adjective,"['magnificent, generous, gorgeous, noble, ostentatious, grand, splendid, superb, grandiose, imposing.']",,,,Unknown
մեծադիր,adjective,['large formed.'],,,,Unknown
մեծաթիւ,adjective,"['numerous, various, multifarious.']",,,,Unknown
մեծայարգ,adjective,['Highly respected; greatly esteemed; very honorable.'],,,,Unknown
մեծապէս,adverb,"['greatly, considerably.']",,,,Unknown
մեծնալ,verb,"['to grow, to grow big, to grow up, to increase, to get big, to become great, famous, old, to become rich.']",,,,Unknown
մեկնակէտ,noun,['starting point.'],,,,Unknown
մեղաւոր,adjective,"['one who has sinned, who has transgressed divine law, sinful, sinner; culprit, offender; the cause of an evil or harm.']",,,,Unknown
մեղմանալ,verb,"['to become soft, moderate, mild, to get milder, temperate, to grow cool, to be assuaged, to relax, to soften.']",,,,Unknown
մեներգել,verb,['to sing solo.'],,,,Unknown
մեռելոց,noun,"[""All Souls' Day, Decoration Day.""]",,,,Unknown
մետաղեայ,adjective,"['metallic, of metal.']",,,,Unknown
մերթ,adverb,"['sometimes, now and then.']",,,,Unknown
մերժուիլ,verb,"['to be refused, to be rejected, to abstain from, to be driven out.']",,,,Unknown
մերձաւոր,adjective,"['Nearby, close in location; located near or close by; Close in time; near in temporal proximity; Relative, kin, close friend, intimate person.']",,,,Unknown
մերձուստ,adverb,['from near.'],,,,Unknown
մերօրեայ,adjective,"['of our days, of our times, modern, current, contemporary.']",,,,Unknown
մէկտեղել,verb,"['to bring to one place, to gather in one place, to rally, to join, to combine, to lump.']",,,,Unknown
մէջբերել,verb,"['to quote, to cite, to mention; to mention or refer to something; to bring up; to make a quotation from a statement or written source; to cite as evidence or reference.']",,,,Unknown
մթագնել,verb,"['to obscure, to obfuscate, to fog, to darken, to dim, to shade, to shadow.']",,,,Unknown
մթագնիլ,verb,"['to grow dim, to darken, to become dark, to become obscure, to be obfuscated.']",,,,Unknown
միաբանիլ,verb,['To unite in speech or opinion; to come to agreement; to agree; To be in harmony; to correspond; to coincide; (Religious) To become a monk of the monastery; to join the monastic brotherhood.'],,,,Unknown
միակամ,adjective,"['unanimous, concordant, having the same will; unanimously, concordantly.']",,,,Unknown
միանուագ,adjective,['One-time; single-occurrence; non-recurring; All at once; in a single installment; in one go.'],,,,Unknown
միացեալ,adjective,['united.'],,,,Unknown
միջադէպ,noun,"['incident, occurrence.']",,,,Unknown
միտիլ,verb,"['to incline, to bend, to bow, to be disposed, to tend, to lean, to mind, to converge.']",,,,Unknown
միօրեայ,adjective,['lasting or relating to a period of one day; occurring once every day; one-day-old.'],,,,Unknown
մխրճիլ,verb,"['to sink, to merge, to plunge, to go deep, to immerse.']",,,,Unknown
մխրճուիլ,verb,"['to be immersed, submerged, plunged, doused, to be sunk.']",,,,Unknown
մկրտուիլ,verb,"['to be baptized, to receive baptism, to be christened.']",,,,Unknown
մղձաւանջ,noun,['nightmare.'],,,,Unknown
մղուիլ,verb,"['to be pushed, thrusted; to be incited, instigated, induced.']",,,,Unknown
մնացեալ,adjective,"['what is left, what remains; the rest, remaining.']",,,,Unknown
մշակոյթ,noun,['culture.'],,,,Unknown
մշակուիլ,verb,"['to be cultivated, cultured, tilled, studied, improved, exercised, practiced.']",,,,Unknown
մշտախօս,adjective,"['continuously speaking, singing.']",,,,Unknown
մշտահոս,adjective,"['always flowing, everflowing, inexhaustible.']",,,,Unknown
մոլեռանդ,adjective,"['fanatic, fanatical, bigot, intolerant, rabid, zealot, zealous.']",,,,Unknown
մոլորանք,noun,"['straying, wandering, error, aberration, seduction, aberrance.']",,,,Unknown
մոխրանալ,verb,"['to turn into ash, become ash, burn down completely; to be extinguished, die out, go dark; to vanish, disappear, be annihilated; to fade away, cease to exist; to become earth, return to dust; to be destroyed, reduced to ruins.']",,,,Unknown
մոռցնել,verb,['to cause to forget.'],,,,Unknown
մոռցուիլ,verb,['to be forgotten.'],,,,Unknown
մռնչել,verb,"['to roar, to blare, to groan, to murmur.']",,,,Unknown
մռունչ,noun,"['noise, uproar, clamour.']",,,,Unknown
մսխուիլ,verb,"['to be consumed, to be wasted, to be squandered, to be spent.']",,,,Unknown
մտածուիլ,verb,"['to be thought, pondered, considered, contemplated.']",,,,Unknown
մտաւոր,adjective,"['intellectual, mental, spiritual, clever.']",,,,Unknown
մտերմիկ,adjective,['very intimate.'],,,,Unknown
մտմտուք,noun,['cogitation.'],,,,Unknown
մտրակել,verb,"['to whip, to lash, to horsewhip, to stir; to publicly criticize and condemn the shortcomings of society.']",,,,Unknown
մրցադաշտ,noun,['playing field.'],,,,Unknown
մրցանք,noun,['palestra; competition.'],,,,Unknown
մրցաշարք,noun,"['tournament, a series of contests between a number of competitors, who compete for an overall prize.']",,,,Unknown
մրցավայր,noun,"['arena, competition grounds; sports complex.']",,,,Unknown
մրցիլ,verb,"['to compete, to combat, to rival, to vie, to strive with, to emulate.']",,,,Unknown
մրցոյթ,noun,"['competition, contest.']",,,,Unknown
մօտալուտ,adjective,"['imminent, near, impending.']",,,,Unknown
մօտաւոր,adjective,"['near, adjacent, next, neighboring, nigh, approaching, proximate; approximate.']",,,,Unknown
մօտեցնել,verb,"['to approach, to bring, to near, to draw near, to bring closer in space or time.']",,,,Unknown
յագենալ,verb,"['to eat or drink enough to satisfy hunger or thirst; to be satiated; to satisfy passions, to indulge in something until contentment; to be completely filled with something.']",,,,Unknown
յածանաւ,noun,['cruiser (a type of warship).'],,,,Unknown
յաղթանակ,noun,"['triumph, victory, trophy, laurels; palm.']",,,,Unknown
յաղթել,verb,"['to win, to prevail, to overcome, to vanquish, to conquer, to excel, to subdue, to subjugate, to surpass.']",,,,Unknown
յաճախ,adjective,"['often, frequently; once and again; frequent, very often, incessant, full, continual.']",,,,Unknown
յաճախանք,noun,"['frequency; visit; repetition, return; period; obsession.']",,,,Unknown
յաճախել,verb,"['to frequent, to resort to, to haunt, to do often, to visit often; to redouble, to augment, to increase).']",,,,Unknown
յաճախորդ,noun,"['customer, client.']",,,,Unknown
յամառիլ,verb,"['to persist in, to be obstinate, to become stubborn, to stand to, to insist.']",,,,Unknown
յամենալ,verb,"['to delay, to retard, to loiter, to defer, to put off, to lag, to wait for, to stay for.']",,,,Unknown
յայնժամ,adverb,"['then, at or in that time.']",,,,Unknown
յայտագիր,noun,['program.'],,,,Unknown
յայտարար,adjective,"['Declarative, announcing; one who makes public, proclaims, or notifies; Declarer, announcer, declaration; one who expresses or makes known; (Mathematics) The denominator in a common fraction—the number written below the line, showing into how many equal parts the whole is divided.']",,,,Unknown
յայտնել,verb,"['to reveal, to declare, to manifest, to expose, to express, to explain, to notify, to signify, to make evident.']",,,,Unknown
յանգ,noun,"['term, termination, finish, end, cadence, completion, finishing; rhyme.']",,,,Unknown
յանգիլ,verb,"['to come to, to result, to end, to come to an end, to terminate, to finish.']",,,,Unknown
յանդգնիլ,verb,"['to dare, to risk, to venture, to adventure, to be bold enough.']",,,,Unknown
յանկարծ,adverb,"['at once, all at once, suddenly, unexpectedly, unawares.']",,,,Unknown
յանկերգ,noun,"['chorus, words or lines that are repeated at the end of each line or stanza in a poem; refrain, repeated story, something told over and over; a cliché, something overused in speech.']",,,,Unknown
յանձնել,verb,"['to give, to intrust, to command, to order, to surrender, to confide, to remit, to deliver.']",,,,Unknown
յանցանք,noun,"['fault, guilt, offense, wrong, sin, crime.']",,,,Unknown
յապաւել,verb,"['To cut off the branches of a tree; to prune, lop, trim; To weed out, clear away excess plants; To cut off a part of the body; to amputate; To cut or shave hair; To circumcise; To reduce or diminish in general; To shorten or abridge.']",,,,Unknown
յաջողիլ,verb,"['to succeed, to achieve, to prosper, to have success, to be successful.']",,,,Unknown
յաջորդել,verb,"['to succeed, to follow, to ensue.']",,,,Unknown
յառել,verb,['To stretch; to reach out; to extend; to lengthen (especially the hand); To fix one’s eyes motionlessly on a point; to stare; to rivet or fasten one’s gaze.'],,,,Unknown
յատակ,noun,"['Ground, earth on which we walk; The bottom of a body of water; the riverbed, seabed; The bottom of a body of water; the riverbed, seabed; The floor — the lower surface of buildings or stories on which people walk or place things; natural ground or covered surface; Figuratively: The underpainting, base layer, or background color of a painting; Depth, bottom.']",,,,Unknown
յատկանիշ,noun,['characteristic.'],,,,Unknown
յատկապէս,adverb,"['particularly, especially.']",,,,Unknown
յատուկ,noun,['Inherent; characteristic; natural to someone or something; Personal; private; one’s own; Special; particular; for a specific purpose; Separate; set apart; Alone; only; by oneself; without accompaniment; Especially; particularly; specifically.'],,,,Unknown
յարատեւ,adjective,"['perseverant, perpetual, firm, persevering, steady, resolute.']",,,,Unknown
յարգ,noun,"['Value, worth; Honor, esteem, respect; Significance, importance, regard; (Numismatics) The proportion of pure gold or silver contained in a gold or silver coin or object, expressed as a percentage; fineness.']",,,,Unknown
յարգալիր,adjective,"['respectful, reverential, deferential.']",,,,Unknown
յարգանք,noun,"['respect, veneration, regard, consideration, deference, compliment, esteem.']",,,,Unknown
յարգել,verb,"['to venerate, to respect, to honour, to appreciate, to estimate, to esteem.']",,,,Unknown
յարգուիլ,verb,"['to be respected, honoured.']",,,,Unknown
յարդարել,verb,"['to fit up, to put, to set in order, to arrange, to adjust, to prepare, to make up, to fashion, to furnish, to adorn, to dispose, to accommodate, to accord.']",,,,Unknown
յարմարիլ,verb,"[""to agree, to suit, to fit, to match, to be suitable, to be proper for, to conform one's self.""]",,,,Unknown
յաւակնիլ,verb,"['to dare, to pretend, to claim, to assume, to arrogate, to presume.']",,,,Unknown
յաւելեալ,adjective,"['additional, added, further, augmented, surplus.']",,,,Unknown
յափրանալ,verb,"[""to glut, to satiate one's self, to be cloyed; to get tired of, to get sick of, to be disgusted.""]",,,,Unknown
յետաձգել,verb,['to postpone.'],,,,Unknown
յերիւրել,verb,"['to form, to compose, to make up, to forge, to fabricate, to contrive, to coin, to fudge, to mint.']",,,,Unknown
յիշեալ,adjective,"['mentioned, referred to, cited, noted; something or someone that has already been mentioned, spoken of, or referred to.']",,,,Unknown
յիշուիլ,verb,"['to be remembered, to be recollected.']",,,,Unknown
յղանալ,verb,"[""to conceive, to devise, to imagine, to conceive a child; (figuratively) to conceive an idea or plan in one's mind; to devise or create mentally; to become pregnant.""]",,,,Unknown
յղկել,verb,"['To smooth by chiseling; to trim, to polish; To wear away roughness by rubbing with a hard material; to grind, to smooth, to polish; (Figurative) To refine, polish, perfect (one’s style, language); To trim away or correct the negative sides of one’s character; to educate, to cultivate, to morally refine.']",,,,Unknown
յղկուիլ,verb,"['To be smoothed by chiseling; to be trimmed, to be polished; To have roughness worn away by rubbing with a hard material; to be ground, to be smoothed, to be polished; (Figurative) To be refined, to be polished, to be perfected (one’s style, language); To have the negative sides of one’s character trimmed away or corrected; to be educated, to be cultivated, to be morally refined.']",,,,Unknown
յղփանալ,verb,"['to run over, to overflow, to be filled, to be glutted, to be satisfied, to gloat.']",,,,Unknown
յոտնկայս,adverb,"['upright, standing up, risen, on foot.']",,,,Unknown
յորդիլ,verb,"['to overflow, to run over, to teem, to abound.']",,,,Unknown
յորդոր,adjective,"['ardent, diligent, eager, desirous; exhortation, advice, counsel.']",,,,Unknown
յորդորել,verb,"['to exhort, to induce, to incite, to advise, to encourage, to invite.']",,,,Unknown
յորձանք,noun,"['stream, vortex, whirling, eddy, surge.']",,,,Unknown
յուզել,verb,"['to agitate, to move, to stir up, to put in motion, to disturb, to affect, to touch, to provoke.']",,,,Unknown
յուզիչ,adjective,"['touching, moving, affecting, stirring, pathetic.']",,,,Unknown
յուզուիլ,verb,"['to be affected, touched, excited, to be moved, to be roused, to be stirred up; to rise, to swell.']",,,,Unknown
յումպէտս,adverb,"['in vain, needlessly, uselessly, to no end.']",,,,Unknown
յուշ,noun,"['memory, recollection, attention, remembrance: mind, sense, intelligence.']",,,,Unknown
յուսախաբ,adjective,"['disappointed, hopeless, desperate, in despair; disappointedly, hopelessly.']",,,,Unknown
յուսահատ,adjective,"['hopeless, desperate, in despair.']",,,,Unknown
յօդուած,noun,"['articulation, joint, construction, paragraph, paper, article, clause.']",,,,Unknown
յօնք,noun,"['The arched, elongated hairs protruding above the eye sockets; eyebrow(s).']",,,,Unknown
յօրինել,verb,"['to make, to build, to fashion, to compose, to form, to write, to prepare, to construct, to invent, to organize.']",,,,Unknown
նախանձիլ,verb,"['to envy, to be envious of, to be jealous of, to emulate.']",,,,Unknown
նախապէս,adverb,"['beforehand, first of all, at first.']",,,,Unknown
նախորդել,verb,"['to precede, to be or occur before something or someone else.']",,,,Unknown
նախօրեակ,noun,['the day before.'],,,,Unknown
նախօրօք,adverb,"['prior, before, previously, from yesterday, beforehand.']",,,,Unknown
նայուածք,noun,"['look, glance.']",,,,Unknown
նաւակ,noun,"[""boat, bark, barge; ship's-boat, caique.""]",,,,Unknown
նեղացնել,verb,"['to make narrow; to vex, to bother, to offend, to give trouble, to worry.']",,,,Unknown
նեղուիլ,verb,"['to be uneasy, to grieve, to be troubled, to be constrained, to be afflicted, to ail.']",,,,Unknown
նենգամիտ,adjective,"['who thinks deceivingly, who thinks deceiving thoughts, knavish, malicious, rogue, swindler, rascal, insidious.']",,,,Unknown
նետուիլ,verb,"[""to fall on, to throw one's self, to fall upon, to dart, to spring, to fling, to rush, to precipitate one's self, to be thrown out; to embark, to venture.""]",,,,Unknown
ներապրիլ,verb,"['to live or feel inside, spiritually.']",,,,Unknown
ներգոյակ,adjective,"['intrinsic, immanent.']",,,,Unknown
ներկայ,noun,"['present, actual; current; the present time; someone who is present.']",,,,Unknown
նիւթապէս,adverb,['materially.'],,,,Unknown
նկատուիլ,verb,"['to be observed, to be considered, to be regarded, to be noted, to be noticed.']",,,,Unknown
նկարագիր,noun,"['character, description, designation, portrait, image, figure, plan, representation.']",,,,Unknown
նկարուիլ,verb,"['to be painted, depicted, pictured, photographed.']",,,,Unknown
նմանապէս,adverb,"['likewise, similarly, too, also.']",,,,Unknown
նմանիլ,verb,"['to be like, to resemble, to conform, to assimilate, to be equal with, to take after, to imitate.']",,,,Unknown
նմանցնել,verb,"['to imitate, to resemble, to conform, to counterfeit; to compare, to symbolize.']",,,,Unknown
ննջեցեալ,adjective,"['asleep, defunct, deceased, dead.']",,,,Unknown
նշանաւոր,adjective,"['famous, remarkable, notable, illustrious, eminent, conspicuous, distinguished.']",,,,Unknown
նշոյլ,noun,"['Ray of light; beam; a thin stream or shaft of light; Flash; gleam; a sudden streak or dart of light; Shine; glitter; brilliance; a bright reflection or sparkle; Figuratively — trace; sign; hint, glimmer; a faint indication or vestige of something.']",,,,Unknown
նշուիլ,verb,"['to be marked, to be noted, to be pointed out.']",,,,Unknown
նոյնիսկ,adverb,['even.'],,,,Unknown
նոյնպէս,adverb,"['similarly, likewise, in like manner, in that way; ditto.']",,,,Unknown
նորագիր,noun,"['Being newly written, in the process of being written; Recently written, just written; Only recently having become literate, newly literate; New writer, beginner (in writing); Newly registered party member or newly enlisted soldier.']",,,,Unknown
նորագիւտ,adjective,['newly discovered; newly invented; recently acquired.'],,,,Unknown
նորահաս,noun,"['newly come, newly arrived; just come onto the scene; newly ripened or just matured; sudden or just-arrived (often negative or disruptive events); adolescent, just entering maturity.']",,,,Unknown
նորահրաշ,adjective,"['new and wonderful, strange, phenomenal, prodigious, extraordinary, astonishing.']",,,,Unknown
նորայայտ,adjective,"['newly emerged, recently discovered; describes something that has recently appeared, been discovered, or become known or visible.']",,,,Unknown
նորանկախ,adjective,['newly independent; new and independent.'],,,,Unknown
նորանոր,adjective,"['ever more and new, new and following each other many times, continually new.']",,,,Unknown
նորատիպ,adjective,['new in kind or nature; newly developed or novel in form; newly printed or published.'],,,,Unknown
նորոյթ,noun,"['new items, mode, novelty, innovation, fashion, style.']",,,,Unknown
նուագ,noun,"['time, turn.']",,,,Unknown
նուագել,verb,"['to play on a musical instrument, to sing, to chant, to execute.']",,,,Unknown
նուազիլ,verb,"['to lessen, to decrease, to abate, to dwindle, to diminish, to grow less, to retrench.']",,,,Unknown
նուաճել,verb,"['to subdue, to conquer, to subjugate, to submit, to bring under subjection, to subject, to overcome, to vanquish.']",,,,Unknown
նուաստ,adjective,"['low, vile, mean, base, servile, inferior, humble, shabby, abject, little, small, subservient.']",,,,Unknown
նուէր,noun,"['gift, offering.']",,,,Unknown
նուիրեալ,noun,"['consecrated, sainted, devoted.']",,,,Unknown
նուիրել,verb,"['to offer, to present, to dedicate, to give, to consecrate, to sacrifice, to vow, to devote.']",,,,Unknown
նօսրանալ,verb,"['to become less dense; to dilute; to become thin, rare, coarse, slender, spare.']",,,,Unknown
շալկել,verb,"['to shoulder, to put upon the back, to carry anything upon the back.']",,,,Unknown
շահիլ,verb,"['to profit, to win, to gain, to benefit, to get on, to obtain, to acquire, to earn.']",,,,Unknown
շահուիլ,verb,"['to be won, gained, obtained, acquired, earned.']",,,,Unknown
շաղուածք,noun,['kneaded mixture; way of kneading.'],,,,Unknown
շառաւիղ,noun,"['radius, sprout, shoot: offset: scion, ray, beam, offspring, spoke.']",,,,Unknown
շատնալ,verb,"['to be multiplied, to augment, to multiply, to grow, to increase.']",,,,Unknown
շատոնց,adverb,['long ago.'],,,,Unknown
շարժակ,noun,['motor.'],,,,Unknown
շարժառիթ,noun,"['motive, incentive, incitement, object, cause.']",,,,Unknown
շարժավար,noun,"['motorman, driver.']",,,,Unknown
շարուիլ,verb,"['to be lined up, to be assembled, to be grouped together, to be arranged; to line up, to form a row, to assemble, to group together.']",,,,Unknown
շարունակ,adverb,['Continuous; successive; unbroken; following one after another; Containing; including; having within it; Continuously; without interruption; constantly; one after another.'],,,,Unknown
շեշտուիլ,verb,"['to be emphasized, accented, accentuated, stressed, underlined, marked.']",,,,Unknown
շերամ,noun,"['(Zoology) A thick-bodied, hairy moth belonging to the family of silkworm moths, which feeds exclusively on white mulberry leaves and, upon reaching maturity, spins a cocoon from an extremely fine thread from which silk is obtained; the silkworm; Silkworm thread; silk.']",,,,Unknown
շեփորել,verb,"['to trumpet, to proclaim widely or loudly.']",,,,Unknown
շէնք,noun,['building.'],,,,Unknown
շիկնիլ,verb,"['to acquire a reddish or flushed color, to turn red, to redden, to grow red; to blush, to turn red from embarrassment or shame.']",,,,Unknown
շինուիլ,verb,"['to be make, built, erected, constructed, to be founded.']",,,,Unknown
շլանալ,verb,"['to squint; to be infatuated, fascinated, dazzled; to become blunt.']",,,,Unknown
շլացնել,verb,"['to squint; to dazzle, to fascinate, to blind; to blunt.']",,,,Unknown
շնչահեղձ,adjective,['suffocating; in a state of being out of breath or nearly breathless.'],,,,Unknown
շնչասպառ,adjective,"['out of breath, breathless, mortal.']",,,,Unknown
շշմեցնել,verb,"['to stupefy, to surprise.']",,,,Unknown
շշնջել,verb,"['to whisper, to mutter, to mumble.']",,,,Unknown
շոյանք,noun,"['caress, stroke, touch; flaterry.']",,,,Unknown
շոյել,verb,"['to pet, to caress, to take great care of, to be fond of, to stroke; to flatter.']",,,,Unknown
